satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary,left
0.97,0.88,5,173,3,No accident,No promotion,RandD,low,No
0.85,0.48,4,214,3,No accident,No promotion,sales,medium,No
0.75,0.78,2,259,3,No accident,No promotion,product_mng,low,No
0.89,0.66,3,272,3,No accident,No promotion,RandD,medium,No
0.63,0.76,4,217,2,Accident,No promotion,IT,medium,No
0.83,0.89,5,141,3,Accident,No promotion,product_mng,low,No
0.81,0.51,3,247,2,No accident,No promotion,support,medium,No
0.93,0.94,4,188,3,No accident,No promotion,support,medium,No
0.86,0.73,3,241,3,No accident,No promotion,hr,low,No
0.65,0.76,2,170,5,No accident,No promotion,IT,low,No
0.23,0.77,5,272,2,No accident,No promotion,sales,low,No
0.48,0.8,5,235,2,No accident,No promotion,support,medium,No
0.49,0.49,6,188,3,No accident,No promotion,sales,medium,No
0.48,0.94,3,173,2,No accident,No promotion,management,low,No
0.48,0.58,3,194,3,No accident,No promotion,technical,medium,No
0.12,0.49,4,191,5,No accident,No promotion,IT,low,No
0.96,0.59,4,108,6,No accident,No promotion,sales,low,No
0.15,0.91,5,230,3,No accident,No promotion,support,medium,No
0.75,0.75,2,141,4,No accident,No promotion,technical,medium,No
0.67,0.4,4,274,3,No accident,No promotion,sales,low,No
0.36,0.78,6,151,3,No accident,No promotion,sales,low,No
0.61,0.99,2,275,3,Accident,No promotion,sales,medium,No
0.65,0.54,4,147,10,No accident,No promotion,sales,low,No
0.83,0.48,4,220,3,Accident,No promotion,support,low,No
0.93,0.83,4,225,2,No accident,No promotion,sales,medium,No
0.9,0.95,3,133,4,No accident,No promotion,technical,medium,No
0.66,0.61,5,259,3,No accident,No promotion,technical,high,No
0.73,0.93,3,249,2,No accident,No promotion,IT,medium,No
0.88,0.92,3,179,3,No accident,No promotion,RandD,low,No
0.97,0.57,3,164,10,No accident,No promotion,management,high,No
0.62,0.89,4,261,2,No accident,No promotion,technical,medium,No
0.5,0.99,4,272,2,No accident,No promotion,sales,medium,No
0.5,0.7,4,201,4,No accident,No promotion,RandD,medium,No
0.13,0.93,4,253,5,Accident,No promotion,product_mng,low,No
0.6,0.98,4,146,10,No accident,No promotion,technical,low,No
0.99,0.77,5,160,3,No accident,No promotion,support,medium,No
0.82,0.97,3,244,5,No accident,No promotion,sales,medium,No
0.39,0.99,6,235,6,No accident,No promotion,technical,medium,No
0.97,0.79,5,259,3,No accident,Promotion,support,medium,No
0.84,0.61,4,261,2,No accident,No promotion,accounting,high,No
0.78,0.72,5,270,3,Accident,No promotion,technical,low,No
0.66,0.86,4,112,6,No accident,No promotion,accounting,medium,No
0.68,1,6,258,5,No accident,No promotion,sales,low,No
0.49,0.49,4,212,7,No accident,No promotion,product_mng,medium,No
0.51,0.83,5,161,3,No accident,No promotion,IT,low,No
0.87,0.88,3,179,2,No accident,No promotion,sales,medium,No
0.23,0.88,5,238,6,No accident,No promotion,RandD,medium,No
0.67,0.63,3,270,5,No accident,No promotion,sales,low,No
0.62,0.64,4,163,3,No accident,No promotion,technical,low,No
0.65,0.82,5,265,3,No accident,No promotion,IT,low,No
0.79,0.82,5,158,2,No accident,No promotion,support,low,No
0.59,0.71,5,222,3,No accident,No promotion,technical,low,No
0.76,0.95,2,156,4,No accident,No promotion,support,high,No
0.74,0.62,4,272,2,No accident,No promotion,support,low,No
0.53,0.77,2,271,2,No accident,No promotion,technical,low,No
0.96,0.67,5,170,3,No accident,No promotion,marketing,high,No
0.38,0.47,3,189,5,No accident,No promotion,support,medium,No
0.5,0.75,6,127,3,No accident,No promotion,sales,low,No
0.93,0.82,4,175,3,No accident,No promotion,IT,low,No
0.77,0.74,5,243,2,No accident,No promotion,technical,low,No
0.86,0.87,5,156,4,No accident,No promotion,sales,low,No
0.84,0.76,5,215,2,Accident,No promotion,support,low,No
0.61,0.87,4,151,3,No accident,No promotion,hr,medium,No
0.68,0.89,4,227,3,No accident,No promotion,technical,medium,No
0.62,0.72,5,180,3,No accident,No promotion,accounting,low,No
0.47,0.55,5,207,3,No accident,No promotion,support,low,No
0.92,1,4,261,4,No accident,No promotion,sales,medium,No
0.74,0.89,5,182,2,No accident,No promotion,hr,low,No
0.82,0.76,4,266,3,No accident,Promotion,management,high,No
0.62,0.99,4,171,3,No accident,No promotion,RandD,medium,No
0.95,0.73,4,238,3,Accident,No promotion,IT,low,No
0.75,0.9,4,197,2,No accident,No promotion,sales,medium,No
0.2,0.98,3,180,6,No accident,No promotion,sales,medium,No
0.78,0.6,4,143,2,No accident,Promotion,sales,medium,No
0.64,0.62,4,145,3,Accident,No promotion,sales,low,No
0.7,0.76,3,173,2,No accident,No promotion,product_mng,low,No
0.61,0.99,5,98,2,No accident,No promotion,support,medium,No
0.92,0.6,3,198,2,No accident,No promotion,sales,medium,No
0.88,0.81,4,235,6,No accident,No promotion,sales,medium,No
0.44,0.45,6,237,6,No accident,No promotion,support,medium,No
0.99,0.68,5,264,10,Accident,No promotion,support,medium,No
0.63,0.57,4,177,3,Accident,No promotion,sales,low,No
0.33,0.64,2,274,3,Accident,No promotion,technical,high,No
0.94,0.52,5,133,3,No accident,No promotion,support,low,No
0.84,0.84,4,266,3,No accident,No promotion,support,low,No
0.35,0.81,5,182,5,No accident,No promotion,sales,high,No
0.66,0.62,4,241,3,No accident,No promotion,sales,medium,No
0.5,0.92,4,266,7,No accident,No promotion,product_mng,medium,No
0.58,0.88,5,178,4,No accident,No promotion,sales,medium,No
0.67,0.83,5,269,2,No accident,No promotion,sales,medium,No
0.98,0.53,5,186,3,No accident,No promotion,marketing,low,No
0.68,0.78,3,232,3,No accident,No promotion,sales,low,No
0.63,0.81,3,215,3,No accident,No promotion,support,medium,No
0.6,0.6,4,201,3,No accident,No promotion,RandD,high,No
0.75,0.71,4,155,4,No accident,No promotion,technical,low,No
0.56,0.76,4,189,2,No accident,No promotion,support,low,No
0.48,0.54,4,105,5,Accident,No promotion,support,low,No
0.65,0.9,3,200,3,No accident,No promotion,technical,high,No
0.9,0.53,3,270,3,No accident,No promotion,sales,medium,No
0.85,0.98,5,222,3,No accident,Promotion,sales,medium,No
0.59,0.73,3,195,2,No accident,No promotion,RandD,medium,No
0.55,0.64,3,178,2,No accident,Promotion,sales,low,No
1,0.86,4,245,4,No accident,No promotion,sales,medium,No
0.96,0.8,4,145,2,No accident,No promotion,hr,medium,No
0.65,0.6,4,200,4,No accident,No promotion,RandD,low,No
0.75,0.65,4,148,2,No accident,No promotion,support,low,No
0.97,0.63,3,141,3,No accident,No promotion,technical,medium,No
0.85,0.5,4,267,3,No accident,No promotion,sales,low,No
0.9,0.67,2,229,4,No accident,No promotion,sales,low,No
0.88,0.82,3,265,3,No accident,No promotion,product_mng,medium,No
0.65,0.66,3,164,2,No accident,No promotion,sales,low,No
0.41,0.56,2,121,2,No accident,No promotion,sales,medium,No
0.24,0.62,6,225,6,No accident,No promotion,sales,low,No
0.24,0.38,6,109,2,No accident,No promotion,support,medium,No
0.92,0.82,4,168,3,No accident,Promotion,support,low,No
0.94,0.82,4,159,2,Accident,No promotion,support,low,No
0.96,1,5,162,3,No accident,No promotion,accounting,low,No
0.69,0.54,5,152,3,Accident,No promotion,management,medium,No
0.57,0.68,4,191,3,No accident,No promotion,product_mng,medium,No
0.61,0.69,2,164,2,No accident,No promotion,RandD,medium,No
0.65,0.57,3,137,4,Accident,No promotion,sales,high,No
0.76,0.6,4,177,2,No accident,No promotion,support,low,No
0.18,0.75,4,170,5,No accident,No promotion,sales,low,No
0.59,0.87,4,183,2,No accident,No promotion,sales,medium,No
0.13,0.72,4,148,5,No accident,No promotion,hr,medium,No
0.8,0.95,4,272,2,No accident,No promotion,sales,low,No
0.86,0.72,3,217,3,No accident,No promotion,sales,low,No
0.86,0.78,4,164,2,No accident,No promotion,technical,low,No
0.63,0.78,4,275,3,No accident,No promotion,support,low,No
0.88,0.5,4,216,2,No accident,No promotion,sales,low,No
0.66,0.6,3,210,2,No accident,No promotion,sales,low,No
0.51,0.55,2,102,7,No accident,Promotion,management,medium,No
0.79,0.98,3,195,2,No accident,No promotion,sales,low,No
0.65,0.91,4,243,5,Accident,No promotion,IT,medium,No
0.53,0.64,3,168,3,No accident,No promotion,sales,low,No
0.57,0.76,4,164,2,No accident,No promotion,hr,low,No
0.8,0.86,3,203,3,No accident,No promotion,support,medium,No
0.54,0.71,3,145,3,Accident,No promotion,sales,medium,No
0.49,0.49,2,245,3,No accident,No promotion,product_mng,low,No
0.86,0.96,4,146,3,No accident,No promotion,IT,medium,No
0.69,0.95,5,184,2,No accident,No promotion,support,medium,No
0.62,0.79,3,259,3,No accident,No promotion,support,medium,No
0.97,0.84,3,223,3,No accident,No promotion,sales,low,No
0.77,0.89,3,142,3,No accident,No promotion,marketing,low,No
0.64,0.56,3,257,6,No accident,No promotion,marketing,medium,No
0.79,0.48,4,184,5,Accident,No promotion,IT,low,No
0.72,0.96,3,143,3,No accident,No promotion,sales,low,No
0.99,0.7,2,182,4,No accident,No promotion,accounting,medium,No
0.29,0.91,4,183,4,No accident,No promotion,RandD,low,No
0.69,0.86,5,195,6,No accident,No promotion,management,high,No
0.97,0.5,3,216,3,No accident,No promotion,IT,low,No
0.57,0.49,3,159,4,Accident,No promotion,technical,high,No
0.74,0.66,3,254,2,No accident,No promotion,support,medium,No
0.53,0.74,3,135,2,No accident,No promotion,marketing,low,No
0.84,0.55,3,242,3,No accident,No promotion,RandD,medium,No
0.39,0.37,3,127,3,No accident,No promotion,sales,low,No
0.88,0.66,4,218,4,Accident,No promotion,marketing,low,No
0.34,0.69,2,178,3,No accident,No promotion,product_mng,low,No
0.79,0.48,5,200,3,No accident,No promotion,sales,low,No
0.67,0.82,4,246,4,No accident,No promotion,accounting,medium,No
0.9,0.82,3,203,2,No accident,No promotion,RandD,low,No
0.98,0.67,4,209,6,No accident,No promotion,marketing,low,No
0.96,0.81,4,211,3,No accident,No promotion,sales,high,No
0.28,0.79,5,202,5,No accident,No promotion,accounting,low,No
0.89,0.96,3,179,8,No accident,No promotion,management,high,No
0.78,0.57,3,209,3,No accident,No promotion,product_mng,medium,No
0.56,0.47,5,185,4,No accident,No promotion,product_mng,medium,No
0.73,0.76,2,166,3,No accident,No promotion,technical,low,No
0.77,0.71,5,233,2,No accident,No promotion,technical,low,No
0.41,0.84,6,191,6,No accident,No promotion,hr,medium,No
0.24,0.56,4,281,7,No accident,No promotion,sales,medium,No
0.52,0.55,3,225,2,No accident,No promotion,technical,low,No
0.88,0.89,3,139,2,No accident,No promotion,sales,low,No
0.26,0.47,3,241,4,No accident,No promotion,sales,low,No
0.71,0.77,4,192,4,No accident,No promotion,sales,medium,No
0.8,0.91,3,202,2,No accident,No promotion,sales,medium,No
0.8,0.52,3,182,2,No accident,No promotion,technical,medium,No
0.27,0.86,3,222,5,No accident,No promotion,support,medium,No
0.78,0.81,4,232,3,No accident,No promotion,sales,medium,No
0.61,0.68,3,254,2,No accident,No promotion,accounting,low,No
0.98,0.62,5,254,5,Accident,No promotion,sales,low,No
0.85,0.78,4,251,3,No accident,No promotion,sales,medium,No
0.75,0.57,3,158,2,Accident,No promotion,RandD,low,No
0.5,0.52,2,178,2,No accident,No promotion,support,medium,No
0.89,0.74,5,220,3,No accident,No promotion,IT,medium,No
0.5,0.72,3,182,2,Accident,No promotion,product_mng,medium,No
0.24,0.65,3,143,4,No accident,No promotion,support,medium,No
0.61,0.82,3,271,3,No accident,No promotion,support,low,No
0.73,0.67,4,153,3,No accident,No promotion,IT,high,No
0.98,0.67,3,190,10,No accident,No promotion,IT,medium,No
0.9,0.55,3,195,3,No accident,No promotion,IT,medium,No
0.53,0.81,3,253,3,No accident,No promotion,marketing,medium,No
0.52,0.94,3,263,3,No accident,No promotion,product_mng,medium,No
0.7,0.87,3,166,2,No accident,No promotion,IT,medium,No
0.83,0.85,4,263,3,No accident,No promotion,support,medium,No
0.88,0.84,3,266,3,No accident,No promotion,accounting,low,No
0.97,0.75,3,241,2,No accident,No promotion,technical,low,No
0.75,0.48,3,250,5,No accident,No promotion,sales,medium,No
0.37,0.74,5,117,3,No accident,No promotion,product_mng,medium,No
1,0.83,4,280,4,Accident,No promotion,sales,low,No
0.94,0.51,6,239,5,No accident,No promotion,sales,medium,No
0.45,0.42,4,156,7,No accident,No promotion,product_mng,high,No
0.79,0.72,3,216,4,No accident,No promotion,support,low,No
0.72,0.92,3,242,8,No accident,No promotion,sales,medium,No
0.9,0.66,4,242,3,No accident,No promotion,support,high,No
0.24,0.7,5,172,4,No accident,No promotion,sales,high,No
0.78,0.91,4,202,2,No accident,No promotion,sales,medium,No
0.52,0.84,2,226,3,No accident,No promotion,RandD,low,No
0.13,0.58,4,203,4,No accident,No promotion,technical,low,No
0.83,0.52,3,167,2,Accident,No promotion,IT,low,No
0.72,0.73,3,198,2,No accident,No promotion,technical,low,No
0.5,0.69,4,177,2,No accident,No promotion,support,low,No
0.87,0.68,4,217,3,No accident,No promotion,sales,medium,No
0.33,0.64,2,274,3,Accident,No promotion,technical,high,No
0.74,0.94,3,286,6,No accident,Promotion,technical,medium,No
0.63,0.43,2,222,4,No accident,No promotion,product_mng,high,No
0.89,0.92,3,195,2,No accident,No promotion,marketing,medium,No
0.15,0.75,3,259,8,Accident,No promotion,marketing,high,No
0.18,0.48,4,176,4,Accident,No promotion,sales,low,No
0.48,0.5,5,142,4,No accident,No promotion,IT,medium,No
0.52,0.97,4,170,3,No accident,No promotion,support,medium,No
0.53,0.8,4,241,3,Accident,No promotion,technical,low,No
0.78,0.7,4,139,3,No accident,No promotion,IT,low,No
0.67,0.66,6,152,3,No accident,No promotion,RandD,medium,No
0.76,0.77,3,254,3,No accident,No promotion,product_mng,medium,No
0.69,0.75,5,196,3,No accident,No promotion,support,medium,No
0.65,0.56,3,142,3,No accident,No promotion,sales,low,No
0.65,0.85,4,172,3,No accident,No promotion,sales,medium,No
0.58,0.38,4,203,5,No accident,No promotion,sales,low,No
0.15,0.78,5,255,3,No accident,No promotion,IT,high,No
0.44,0.74,5,253,2,No accident,No promotion,accounting,medium,No
0.67,0.49,3,247,10,No accident,No promotion,sales,medium,No
0.49,0.88,4,244,3,No accident,No promotion,sales,low,No
0.66,0.51,5,149,3,No accident,No promotion,sales,medium,No
0.58,0.5,5,184,4,No accident,No promotion,sales,medium,No
0.66,0.62,3,144,3,No accident,No promotion,management,low,No
0.95,0.77,4,213,3,Accident,No promotion,sales,low,No
0.79,0.56,4,177,3,No accident,No promotion,sales,high,No
0.63,0.87,5,248,2,No accident,No promotion,technical,low,No
0.87,0.89,3,140,2,Accident,No promotion,RandD,low,No
0.89,0.52,3,164,3,No accident,No promotion,technical,high,No
0.92,0.51,3,223,2,No accident,No promotion,sales,medium,No
0.72,0.39,3,257,3,No accident,No promotion,technical,low,No
0.42,0.51,3,190,4,No accident,No promotion,support,low,No
0.84,0.72,3,256,4,No accident,No promotion,technical,medium,No
0.7,0.58,5,168,3,No accident,No promotion,management,low,No
1,0.49,3,185,2,No accident,No promotion,sales,low,No
0.59,0.59,4,216,2,Accident,No promotion,support,medium,No
0.92,0.98,3,257,3,No accident,Promotion,sales,medium,No
0.9,0.79,3,222,6,Accident,No promotion,technical,medium,No
0.56,0.48,3,134,3,No accident,No promotion,product_mng,low,No
0.76,0.99,3,133,4,No accident,No promotion,sales,low,No
0.17,0.51,5,221,3,No accident,No promotion,sales,low,No
0.59,0.74,5,165,2,No accident,No promotion,RandD,medium,No
0.48,0.67,5,273,3,No accident,No promotion,support,medium,No
0.54,0.8,3,232,2,No accident,No promotion,accounting,high,No
0.99,0.97,5,229,2,No accident,No promotion,technical,medium,No
0.94,0.47,5,131,6,No accident,No promotion,technical,medium,No
0.9,0.85,5,162,2,No accident,No promotion,product_mng,medium,No
0.88,0.85,4,231,3,No accident,No promotion,product_mng,low,No
0.78,0.9,5,158,3,No accident,No promotion,sales,low,No
0.63,0.48,4,180,4,No accident,No promotion,management,high,No
0.34,0.39,2,136,3,No accident,No promotion,sales,medium,No
0.25,0.45,3,228,5,No accident,No promotion,accounting,medium,No
0.62,0.89,4,261,2,No accident,No promotion,technical,medium,No
0.5,0.86,3,180,7,No accident,Promotion,management,high,No
0.66,0.58,4,244,3,No accident,No promotion,sales,medium,No
0.36,0.45,2,135,3,Accident,No promotion,support,high,No
0.69,0.54,4,180,3,No accident,No promotion,marketing,medium,No
0.53,0.59,3,231,2,No accident,No promotion,sales,low,No
0.5,0.49,4,236,3,No accident,No promotion,technical,medium,No
0.73,0.68,3,121,5,No accident,No promotion,RandD,low,No
0.98,0.7,3,255,2,Accident,No promotion,marketing,low,No
0.91,0.91,3,167,3,No accident,No promotion,marketing,medium,No
0.68,0.87,3,168,3,No accident,No promotion,IT,medium,No
0.76,0.62,5,230,3,Accident,No promotion,marketing,low,No
0.72,0.53,5,244,4,No accident,No promotion,sales,medium,No
0.89,0.64,3,184,5,No accident,No promotion,RandD,high,No
0.93,0.88,4,177,3,No accident,No promotion,technical,low,No
0.14,0.56,5,259,4,Accident,No promotion,IT,low,No
0.82,0.92,5,252,3,No accident,No promotion,management,medium,No
0.6,0.7,4,265,4,Accident,No promotion,accounting,medium,No
0.55,0.91,4,187,4,Accident,No promotion,hr,low,No
0.76,0.81,4,242,2,No accident,No promotion,IT,low,No
0.74,0.9,4,189,2,No accident,No promotion,IT,medium,No
0.83,0.36,4,242,3,No accident,No promotion,sales,low,No
0.5,0.73,3,154,10,No accident,No promotion,IT,medium,No
0.14,0.73,6,237,5,No accident,No promotion,IT,medium,No
0.68,0.69,4,176,3,Accident,No promotion,IT,medium,No
0.67,0.69,5,225,3,No accident,No promotion,accounting,medium,No
0.52,0.37,3,137,4,No accident,No promotion,sales,low,No
0.56,0.69,3,176,3,No accident,No promotion,management,medium,No
0.98,1,5,150,3,No accident,No promotion,technical,medium,No
0.5,0.74,5,256,3,Accident,No promotion,support,medium,No
0.6,0.52,3,183,2,No accident,No promotion,support,low,No
0.29,0.56,5,231,6,No accident,No promotion,RandD,medium,No
0.69,0.72,4,210,2,Accident,No promotion,sales,high,No
0.49,0.88,4,244,3,No accident,No promotion,sales,low,No
0.59,0.8,5,247,3,No accident,No promotion,accounting,medium,No
1,0.93,5,167,3,No accident,No promotion,sales,medium,No
0.93,0.89,3,255,7,Accident,No promotion,sales,medium,No
0.53,0.87,5,158,3,No accident,No promotion,sales,medium,No
0.56,0.78,3,200,2,No accident,No promotion,support,medium,No
0.65,0.96,2,246,2,Accident,No promotion,IT,low,No
